t_start,t_end,miu_old,miu_new,t_added,name,comment
2015-11-05T19:52:50Z,2015-11-05T21:00:00Z,~461.25~4.888,NA,2018-08-13T21:27:14Z,Nick,Only calibration in area. Can't be used for cal.
2016-01-05T21:00:00Z,2016-01-06T00:43:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Low cals.
2016-01-06T16:33:00Z,2016-01-07T01:51:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Jump in cals.
2016-02-17T10:51:00Z,2016-02-19T00:22:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Large fall in cals for a period.
2016-02-19T06:35:30Z,2016-02-19T06:36:10Z,all,NA,2018-08-13T21:27:14Z,Ryan,not enough flush
2016-02-19T09:40:10Z,2016-02-19T09:40:45Z,all,NA,2018-08-13T21:27:14Z,Ryan,not enough flush
2016-02-19T15:49:35Z,2016-02-19T15:50:35Z,all,NA,2018-08-13T21:27:14Z,Ryan,not enough flush
2016-02-19T18:54:10Z,2016-02-19T18:55:10Z,all,NA,2018-08-13T21:27:14Z,Ryan,not enough flush
2016-02-19T21:40:00Z,2016-02-19T21:41:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Bad cal
2016-02-27T00:04:00Z,2016-03-01T12:00:00Z,~442.91~4.905,NA,2018-08-13T21:27:14Z,Doug,Replaced tank that leaked.
2016-02-29T23:23:49Z,2016-03-01T17:59:00Z,~446.08~5.325,NA,2018-08-13T21:27:14Z,Ryan,Cal gas closed
2016-04-04T15:00:00Z,2016-04-08T23:40:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Calibrations vary too much to be calibrated out.
2016-04-14T14:53:00Z,2016-04-14T17:54:00Z,all,Na,2018-08-13T21:27:14Z,Nick,Large difference between cals.
2016-05-04T17:29:57Z,2016-05-04T17:31:17Z,all,NA,2018-08-13T21:27:14Z,Ryan,Atm contamination
2016-05-13T18:55:00Z,2016-05-14T23:22:00Z,~390.89~2.514,NA,2018-08-13T21:27:14Z,Nick,Cal starts to drift on its own.
2016-05-14T23:11:00Z,2016-05-27T20:12:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Cals are shifting by over 10ppm per cal.
2016-06-30T13:48:00Z,2016-06-30T21:23:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Large jump in cals.
2017-08-09T14:45:20Z,2017-08-09T14:46:00Z,all,NA,2018-08-13T21:27:14Z,Nick,First value in calibrations is incorrect.
2016-08-15T17:58:00Z,2016-08-15T20:13:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Large jump in cals.
2016-08-15T18:00:00Z,2016-08-22T21:40:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Junk data from bad ring down CH4 DATA IS STILL GOOD
2017-08-21T13:31:30Z,2017-08-21T13:33:00Z,all,NA,2018-08-13T21:27:14Z,Nick,First value in calibrations is incorrect.
2016-08-22T20:55:00Z,2016-08-22T21:40:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Large jump in cals.
2016-08-27T15:57:00Z,2016-08-27T17:30:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Large Jump in cals.
2016-08-27T16:30:00Z,2016-08-29T17:30:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Junk data from bad ring down CH4 DATA IS STILL GOOD
2016-08-27T17:30:00Z,2016-08-27T17:50:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Cals are either negative or all zero
2016-08-27T17:37:00Z,2016-08-27T17:47:30Z,all,NA,2018-08-13T21:27:14Z,Nick,Cal goes negative and is several billion off followed by zero cals
2017-08-28T15:19:00Z,2017-08-28T15:20:30Z,all,NA,2018-08-13T21:27:14Z,Nick,First value in calibrations is incorrect
2016-08-29T16:11:00Z,2016-08-29T19:01:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Large jump in cals
2016-09-01T03:41:00Z,2016-09-01T06:43:00Z,all,NA,2018-08-13T21:27:14Z,Nick,Jump in cals
2016-10-05T10:44:52Z,2016-10-11T18:29:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,All bad data
2016-10-18T21:30:28Z,2016-10-18T21:33:58Z,all,NA,2018-08-13T21:27:14Z,Ryan,Atm contamination
2016-10-18T22:55:00Z,2016-10-18T22:55:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Atm contamination
2016-12-12T17:11:00Z,2016-12-12T17:16:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Bad cal
2017-04-07T17:16:10Z,2017-04-07T17:21:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Bad cal
2017-02-07T23:35:10Z,2017-02-07T23:40:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Bad cal
2017-07-10T04:15:48Z,2017-07-10T15:15:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Analyzer drifts over 30 ppm
2017-07-10T15:09:50Z,2017-07-10T15:15:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Bad Cal
2017-07-17T13:46:00Z,2017-07-17T13:50:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Bad cal
2017-09-25T15:12:20Z,2017-09-25T15:14:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,One Bad cal point
2017-10-16T14:36:30Z,2017-10-16T14:38:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,One bad cal point
2017-12-04T15:18:00Z,2017-12-04T15:20:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,Bad cal
2017-12-21T15:25:25Z,2017-12-21T15:28:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,bad cal points
2018-03-21T20:41:56Z,2018-03-21T20:46:00Z,all,NA,2018-08-13T21:27:14Z,Ryan,bad cal before a good cal
2018-03-22T19:35:35Z,2018-03-22T19:37:30Z,all,NA,2018-08-13T21:27:14Z,Ryan,Atm Contamination
2018-05-07T13:50:00Z,2018-05-07T14:00:00Z,all,NA,2018-08-13T21:27:14Z,Nick,I messed up cals but later recalibrated
2016-02-27T01:00:00Z,2016-02-29T23:25:00Z,all,NA,2018-10-02T18:06:00Z,Ryan,Bad Cal period
2016-05-13T00:01:00Z,2016-05-26T23:00:00Z,all,NA,2018-10-07T12:00:00Z,Ryan,Bad CH4 data
2016-08-23T00:01:00Z,2016-08-24T00:01:00Z,all,NA,2018-10-07T12:01:00Z,Ryan,Bad data
2017-02-06T01:00:00Z,2017-05-08T23:00:00Z,~420.91~5.51,420.91~5.15,2018-10-08T15:31:00Z,Ryan,Cal tank incorrect
2017-02-06T01:00:00Z,2017-05-08T23:00:00Z,V:5 ~420.91~5.51,420.91~5.15,2018-10-08T15:31:00Z,Ben,Valve declaration for legacy LGR structure
2018-09-17T07:47:00Z,2018-09-17T10:27:00Z,all,NA,2019-06-17T15:15:00Z,Ryan,Bad Cal
2019-01-30T08:00:00Z,2019-01-30T13:19:00Z,all,NA,2019-06-17T12:07:00Z,Ryan,Bad Cal
2019-02-13T06:00:00Z,2019-02-13T15:25:00Z,all,NA,2019-06-17T12:06:00Z,Ryan,Bad Cal
